Country,Economy Code,ISO Code,Region,Income Group,Year,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?,Total(thousands),Overnight(thousands),OneDay(thousands),Cruise(thousands),Expenditures(USMillion)
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2003,40.6,50,Yes,No,No,Yes,25,Yes,No,No,No,50,Yes,No,No,Yes,0,No,No,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1166,NA,NA,NA,..
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2004,40.6,50,Yes,No,No,Yes,25,Yes,No,No,No,50,Yes,No,No,Yes,0,No,No,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1234,NA,NA,NA,..
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2005,40.6,50,Yes,No,No,Yes,25,Yes,No,No,No,50,Yes,No,No,Yes,0,No,No,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1443,NA,NA,NA,477
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2006,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1638,NA,NA,NA,393
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2007,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1743,NA,NA,NA,334
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2008,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1772,NA,NA,NA,473
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2009,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1912,NA,NA,NA,361
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2010,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2070,NA,NA,NA,324
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2011,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2395,NA,NA,NA,300
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2012,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2634,NA,NA,NA,295
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2013,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2733,NA,NA,NA,326
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2014,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2301,NA,NA,NA,316
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2015,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,1710,NA,NA,NA,347
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2016,55,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,40,Yes,Yes,No,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2039,NA,NA,NA,246
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2017,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2451,NA,NA,NA,171
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2018,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2657,NA,NA,NA,196
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2019,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,2371,NA,NA,NA,140
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2020,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,591,NA,NA,NA,50
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2021,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,125,NA,NA,NA,83
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2022,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,NA,NA,NA,NA,NA
Algeria,DZA,DZA,Middle East & North Africa,Lower middle income,2023,57.5,75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,Yes,No,No,Yes,60,Yes,Yes,Yes,No,No,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,25,No,No,No,Yes,NA,NA,NA,NA,NA
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,1995,56.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,9,NA,NA,27
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,1996,56.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,21,NA,NA,38
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,1997,56.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,45,NA,NA,24
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,1998,56.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,52,NA,NA,39
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,1999,56.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,45,NA,NA,31
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2000,56.3,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,51,NA,NA,34
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2001,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,67,NA,NA,35
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2002,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,91,NA,NA,51
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2003,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,107,NA,NA,63
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2004,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,194,NA,NA,82
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2005,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,210,NA,NA,103
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2006,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,121,NA,NA,91
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2007,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,195,NA,NA,236
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2008,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,294,NA,NA,293
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2009,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No,NA,366,NA,NA,554
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2010,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,425,NA,NA,726
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2011,62.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,20,No,90,No,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,481,NA,NA,653
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2012,65,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,40,No,90,Yes,No,0,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,528,NA,NA,711
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2013,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,90,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,650,NA,NA,"1,241"
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2014,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,90,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,595,NA,NA,"1,597"
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2015,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,90,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,592,NA,NA,"1,171"
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2016,70.6,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,90,Yes,No,0,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,397,NA,NA,628
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2017,73.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,261,NA,NA,884
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2018,73.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,218,NA,NA,557
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2019,73.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,218,NA,NA,395
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2020,73.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,64,NA,NA,19
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2021,73.1,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,64,NA,NA,23
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2022,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,NA
Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2023,79.4,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,90,Yes,Yes,1,No,0,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,1995,61.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,447,220,227,227,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,1996,61.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,498,228,270,270,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,1997,61.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,526,240,286,286,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,1998,63.8,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,570,234,336,336,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,1999,63.8,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,560,232,328,328,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2000,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,634,207,427,427,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2001,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,624,215,409,409,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2002,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,528,218,310,310,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2003,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,623,239,384,384,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2004,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,769,246,523,523,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2005,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,712,245,467,467,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2006,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,838,254,584,584,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2007,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,935,262,673,673,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2008,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,863,266,597,597,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2009,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,944,234,710,710,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2010,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,788,230,558,558,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2011,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,848,241,607,607,..
Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2012,66.3,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,91,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,819,247,572,572,..
